match_id,match_name,bowlingTeam,bowlerName,overs,maiden,runs,wickets,economy,0s,4s,6s,wides,noBalls
T20I # 2319,United Arab Emirates Vs Nepal,Nepal,Abinash Bohara,4,0,38,1,9.50,9,2,2,2,0
T20I # 2319,United Arab Emirates Vs Nepal,United Arab Emirates,Muhammad Jawadullah,3.5,0,37,0,9.65,5,3,1,1,0
T20I # 2319,United Arab Emirates Vs Nepal,United Arab Emirates,Sanchit Sharma,4,0,24,0,6.00,11,3,0,0,0
T20I # 2319,United Arab Emirates Vs Nepal,United Arab Emirates,Nilansh Keswani,4,0,27,1,6.75,12,2,1,0,0
T20I # 2319,United Arab Emirates Vs Nepal,United Arab Emirates,Ali Naseer,4,0,32,1,8.00,9,4,0,2,0
T20I # 2319,United Arab Emirates Vs Nepal,United Arab Emirates,Zahoor Khan,3,0,18,0,6.00,7,1,0,1,0
T20I # 2323,Chile Vs Argentina,Argentina,Alan	Kirschbaum,1,0,2,0,2.00,-,-,-,0,0
T20I # 2323,Chile Vs Argentina,Argentina,Hernan Fennell,3,0,5,1,1.66,-,-,-,1,0
T20I # 2323,Chile Vs Argentina,Argentina,Tomas Rossi,3,0,10,0,3.33,-,-,-,6,0
T20I # 2323,Chile Vs Argentina,Argentina,Lucas Rossi,4,1,3,5,0.75,-,-,-,0,0
T20I # 2323,Chile Vs Argentina,Argentina,Santiago Duggan,2,0,2,0,1.00,-,-,-,0,0
T20I # 2323,Chile Vs Argentina,Argentina,Oliver Rowe,2,0,7,0,3.50,-,-,-,2,0
T20I # 2323,Chile Vs Argentina,Argentina,Guido Angeletti,2.4,0,9,1,3.37,-,-,-,3,0
T20I # 2323,Chile Vs Argentina,Argentina,Agustin Rivero,2,0,8,0,4.00,-,-,-,4,0
T20I # 2323,Chile Vs Argentina,Chile,Edward Taylor,2,0,17,0,8.50,-,-,-,1,0
T20I # 2323,Chile Vs Argentina,Chile,Amit Uniyal,2,0,18,0,9.00,-,-,-,0,0
T20I # 2323,Chile Vs Argentina,Chile,John Bartlett,1,0,7,0,7.00,-,-,-,0,0
T20I # 2323,Chile Vs Argentina,Chile,Guillermo Aburto,1,0,11,0,11.00,-,-,-,0,0
T20I # 1987,Ireland Vs Zimbabwe,Zimbabwe,Tendai Chatara,3.2,0,17,2,5.10,12,2,0,0,0
T20I # 1987,Ireland Vs Zimbabwe,Zimbabwe,Richard Ngarava,3,0,20,2,6.66,9,3,0,0,0
T20I # 1987,Ireland Vs Zimbabwe,Zimbabwe,Brad Evans,2,0,9,1,4.50,7,1,0,0,0
T20I # 1987,Ireland Vs Zimbabwe,Zimbabwe,Ryan Burl,4,0,29,3,7.25,12,3,1,0,0
T20I # 1987,Ireland Vs Zimbabwe,Zimbabwe,Sean Williams,3,0,23,0,7.66,4,2,0,0,0
T20I # 1987,Ireland Vs Zimbabwe,Zimbabwe,Wellington Masakadza,4,0,13,2,3.25,15,1,0,0,0
T20I # 1987,Ireland Vs Zimbabwe,Ireland,Harry Tector,4,0,17,2,4.25,14,2,0,0,0
T20I # 1987,Ireland Vs Zimbabwe,Ireland,Mark Adair,3,0,12,2,4.00,13,2,0,1,0
T20I # 1987,Ireland Vs Zimbabwe,Ireland,Gareth Delany,4,0,34,0,8.50,8,5,0,1,0
T20I # 1987,Ireland Vs Zimbabwe,Ireland,Barry McCarthy,2,0,14,1,7.00,6,0,1,1,0
T20I # 1987,Ireland Vs Zimbabwe,Ireland,George Dockrell,2,0,17,0,8.50,1,1,0,0,0
T20I # 1987,Ireland Vs Zimbabwe,Ireland,Curtis Campher,2,0,18,0,9.00,4,2,0,1,0
T20I # 1987,Ireland Vs Zimbabwe,Ireland,Fionn Hand,1,0,6,0,6.00,1,0,0,0,0
T20I # 2260,Saudi Arabia Vs Maldives,Maldives,Ibrahim Hassan,4,0,33,1,8.25,8,3,1,1,0
T20I # 2260,Saudi Arabia Vs Maldives,Maldives,Umar Adam,4,0,49,1,12.25,7,5,3,0,0
T20I # 2260,Saudi Arabia Vs Maldives,Maldives,Savindra Amaradasa,2,0,12,0,6.00,4,1,0,0,0
T20I # 2260,Saudi Arabia Vs Maldives,Maldives,Ameel Mauroof,4,0,24,2,6.00,10,0,1,0,0
T20I # 2260,Saudi Arabia Vs Maldives,Maldives,Ibrahim Rizan,4,0,36,1,9.00,7,3,1,0,0
T20I # 2260,Saudi Arabia Vs Maldives,Maldives,Ibrahim Nashath,2,0,18,0,9.00,1,0,1,0,0
T20I # 2260,Saudi Arabia Vs Maldives,Saudi Arabia,AtifUrRehman,2,0,20,0,10.00,5,2,1,1,0
T20I # 2260,Saudi Arabia Vs Maldives,Saudi Arabia,Ishtiaq Ahmad,3,0,17,0,5.66,11,2,0,0,0
T20I # 2260,Saudi Arabia Vs Maldives,Saudi Arabia,Ahmed Baladraf,3,0,25,0,8.33,4,1,1,0,0
T20I # 2260,Saudi Arabia Vs Maldives,Saudi Arabia,Zain Ul Abidin,4,0,13,1,3.25,13,0,0,0,0
T20I # 2260,Saudi Arabia Vs Maldives,Saudi Arabia,Hisham Shaikh,4,2,12,4,3.00,19,2,0,0,0
T20I # 2260,Saudi Arabia Vs Maldives,Saudi Arabia,Manan Ali,2,0,14,0,7.00,3,0,0,1,0
T20I # 2260,Saudi Arabia Vs Maldives,Saudi Arabia,Umair Sharif,2,0,7,1,3.50,7,0,0,0,0
T20I # 1989,Ireland Vs Zimbabwe,Zimbabwe,Wessly Madhevere,2,0,8,2,4.00,4,0,0,0,0
T20I # 1989,Ireland Vs Zimbabwe,Zimbabwe,Richard Ngarava,2,0,14,0,7.00,6,2,0,1,0
T20I # 1989,Ireland Vs Zimbabwe,Zimbabwe,Tendai Chatara,4,0,26,2,6.50,7,1,0,1,0
T20I # 1989,Ireland Vs Zimbabwe,Zimbabwe,Wellington Masakadza,4,0,33,1,8.25,4,2,0,1,0
T20I # 1989,Ireland Vs Zimbabwe,Zimbabwe,Luke Jongwe,3,0,23,2,7.66,5,1,1,0,0
T20I # 1989,Ireland Vs Zimbabwe,Zimbabwe,Ryan Burl,4,0,28,2,7.00,5,2,0,1,0
T20I # 1989,Ireland Vs Zimbabwe,Zimbabwe,Innocent Kaia,1,0,4,0,4.00,3,0,0,0,0
T20I # 1989,Ireland Vs Zimbabwe,Ireland,Harry Tector,4,0,14,1,3.50,14,1,0,0,0
T20I # 1989,Ireland Vs Zimbabwe,Ireland,Mark Adair,3,0,15,1,5.00,9,1,0,2,0
T20I # 1989,Ireland Vs Zimbabwe,Ireland,Barry McCarthy,4,0,32,2,8.00,10,4,0,1,0
T20I # 1989,Ireland Vs Zimbabwe,Ireland,Curtis Campher,2,0,22,0,11.00,3,4,0,0,0
T20I # 1989,Ireland Vs Zimbabwe,Ireland,Ben White,3,0,26,2,8.66,6,4,0,0,0
T20I # 1989,Ireland Vs Zimbabwe,Ireland,George Dockrell,3,0,31,0,10.33,2,1,2,1,0
T20I # 2266,Bermuda Vs Canada,Canada,Kaleem Sana,4,0,23,4,5.75,15,4,0,1,1
T20I # 2266,Bermuda Vs Canada,Canada,Jeremy Gordon,4,0,50,1,12.50,10,4,4,2,0
T20I # 2266,Bermuda Vs Canada,Canada,Harsh Thaker,4,1,16,1,4.00,14,0,1,0,0
T20I # 2266,Bermuda Vs Canada,Canada,Nikhil Dutta,3,0,27,0,9.00,6,3,1,1,0
T20I # 2266,Bermuda Vs Canada,Canada,Dilpreet Bajwa,2,0,21,1,10.50,4,1,2,0,0
T20I # 2266,Bermuda Vs Canada,Canada,Nicholas Kirton,1,0,19,0,19.00,1,1,2,0,0
T20I # 2266,Bermuda Vs Canada,Canada,Saad Bin Zafar,2,0,22,1,11.00,3,2,1,2,0
T20I # 2266,Bermuda Vs Canada,Bermuda,Kamau Leverock,4,0,20,1,5.00,15,3,0,0,0
T20I # 2266,Bermuda Vs Canada,Bermuda,Cejay Outerbridge,4,0,18,3,4.50,12,1,0,2,0
T20I # 2266,Bermuda Vs Canada,Bermuda,Zeko Burgess,3,0,12,2,4.00,9,1,0,0,0
T20I # 2266,Bermuda Vs Canada,Bermuda,Delray Rawlins,3,0,13,2,4.33,8,1,0,0,0
T20I # 2266,Bermuda Vs Canada,Bermuda,Derrick Brangman,1,0,15,1,15.00,2,0,2,0,0
T20I # 2266,Bermuda Vs Canada,Bermuda,Allan Douglas,2,0,17,0,8.50,5,1,1,0,1
T20I # 2232,England Vs New Zealand,New Zealand,Tim Southee,4,0,39,0,9.75,9,1,3,1,0
T20I # 2232,England Vs New Zealand,New Zealand,Matt Henry,4,0,31,1,7.75,9,3,1,1,0
T20I # 2232,England Vs New Zealand,New Zealand,Mitchell Santner,4,0,30,3,7.50,11,2,1,1,0
T20I # 2232,England Vs New Zealand,New Zealand,Kyle Jamieson,2,0,35,0,17.50,2,4,2,3,0
T20I # 2232,England Vs New Zealand,New Zealand,Ish Sodhi,4,0,21,2,5.25,10,2,0,0,0
T20I # 2232,England Vs New Zealand,New Zealand,Rachin Ravindra,2,0,17,1,8.50,7,0,2,1,0
T20I # 2232,England Vs New Zealand,England,Sam Curran,3,0,32,0,10.66,5,5,0,0,0
T20I # 2232,England Vs New Zealand,England,Luke Wood,2,0,28,1,14.00,1,3,1,1,0
T20I # 2232,England Vs New Zealand,England,Brydon Carse,2,0,27,0,13.50,3,2,2,0,0
T20I # 2232,England Vs New Zealand,England,Adil Rashid,4,0,41,0,10.25,7,3,3,0,0
T20I # 2232,England Vs New Zealand,England,Rehan Ahmed,4,0,27,2,6.75,6,3,0,0,0
T20I # 2232,England Vs New Zealand,England,Moeen Ali,2.2,0,23,0,9.85,4,2,1,0,0
T20I # 2236,Bahrain Vs Kuwait,Kuwait,Shahrukh Quddus,4,0,34,0,8.50,8,1,2,2,0
T20I # 2236,Bahrain Vs Kuwait,Kuwait,Parvindar Kumar,1,0,16,0,16.00,1,0,2,1,0
T20I # 2236,Bahrain Vs Kuwait,Kuwait,Yasin Patel,4,0,17,2,4.25,18,1,1,1,0
T20I # 2236,Bahrain Vs Kuwait,Kuwait,Shiraz Khan,4,0,12,3,3.00,18,0,1,0,0
T20I # 2236,Bahrain Vs Kuwait,Kuwait,Mohammed Aslam,4,0,11,1,2.75,13,0,0,0,0
T20I # 2236,Bahrain Vs Kuwait,Kuwait,Adnan Idrees,3,0,29,0,9.66,4,0,2,3,0
T20I # 2236,Bahrain Vs Kuwait,Bahrain,Ali Dawood,3,0,22,2,7.33,8,3,0,2,0
T20I # 2236,Bahrain Vs Kuwait,Bahrain,Rizwan Butt,3.5,0,25,0,6.52,12,2,1,1,0
T20I # 2236,Bahrain Vs Kuwait,Bahrain,Sathaiya Veerapathiran,1,0,16,0,16.00,2,0,2,1,0
T20I # 2236,Bahrain Vs Kuwait,Bahrain,Abdul Majid,2,0,19,0,9.50,2,0,1,0,0
T20I # 2236,Bahrain Vs Kuwait,Bahrain,Mohsin Zaki,2,0,21,0,10.50,4,1,1,0,1
T20I # 2236,Bahrain Vs Kuwait,Bahrain,Imran Anwar,2,0,23,0,11.50,5,3,1,0,1
T20I # 2076,Sweden Vs Finland,Finland,Amjad Sher,4,1,26,3,6.50,16,5,0,1,0
T20I # 2076,Sweden Vs Finland,Finland,Raaz Mohammad,3.4,0,16,3,4.36,12,1,0,0,0
T20I # 2076,Sweden Vs Finland,Finland,Mahesh Tambe,3,0,13,0,4.33,11,1,0,1,0
T20I # 2076,Sweden Vs Finland,Finland,Peter Gallagher,4,0,17,3,4.25,14,2,0,0,0
T20I # 2076,Sweden Vs Finland,Finland,Sumit Singh,2,0,18,1,9.00,7,1,2,0,0
T20I # 2076,Sweden Vs Finland,Finland,Atif Rasheed,1,0,6,0,6.00,4,0,0,0,0
T20I # 2076,Sweden Vs Finland,Sweden,Abdul Naser Baluch,4,1,14,2,3.50,18,2,0,0,0
T20I # 2076,Sweden Vs Finland,Sweden,Khalid Zahid,4,0,20,0,5.00,15,2,0,2,1
T20I # 2076,Sweden Vs Finland,Sweden,Zaker Taqawi,4,0,17,1,4.25,11,0,0,0,0
T20I # 2076,Sweden Vs Finland,Sweden,Shahzeb Choudhry,3,0,20,0,6.66,10,2,0,1,0
T20I # 2076,Sweden Vs Finland,Sweden,Prashant Shukla,4,0,18,4,4.50,13,1,0,2,0
T20I # 2076,Sweden Vs Finland,Sweden,Sami Rahmani,1,0,5,0,5.00,3,0,0,2,0
T20I # 2321,Hong Kong Vs Nepal,Nepal,Karan KC,4,0,15,4,3.75,13,1,0,0,0
T20I # 2321,Hong Kong Vs Nepal,Nepal,Sompal Kami,3.3,0,10,2,2.85,11,0,0,0,0
T20I # 2321,Hong Kong Vs Nepal,Nepal,Gulsan Jha,2,0,11,0,5.50,7,2,0,0,0
T20I # 2321,Hong Kong Vs Nepal,Nepal,Kushal Malla,2,0,9,1,4.50,3,0,0,0,0
T20I # 2321,Hong Kong Vs Nepal,Nepal,Mousom Dhakal,4,0,29,1,7.25,9,2,1,0,0
T20I # 2321,Hong Kong Vs Nepal,Nepal,Abinash Bohara,4,0,17,2,4.25,12,1,0,1,0
T20I # 2321,Hong Kong Vs Nepal,Hong Kong,Ayush Shukla,2,0,13,0,6.50,5,1,0,1,0
T20I # 2321,Hong Kong Vs Nepal,Hong Kong,Haroon Arshad,1,0,14,0,14.00,3,3,0,2,0
T20I # 2321,Hong Kong Vs Nepal,Hong Kong,Ehsan Khan,4,0,10,3,2.50,15,0,0,1,0
T20I # 2321,Hong Kong Vs Nepal,Hong Kong,Aizaz Khan,1,0,12,0,12.00,3,2,0,1,1
T20I # 2321,Hong Kong Vs Nepal,Hong Kong,Yasim Murtaza,4,0,36,1,9.00,7,1,3,0,0
T20I # 2321,Hong Kong Vs Nepal,Hong Kong,Nizakat Khan,1.5,0,14,0,7.63,5,1,1,0,0
T20I # 2280,Canada Vs Panama,Panama,Abdullah Jasat,4,0,40,1,10.00,9,1,3,2,0
T20I # 2280,Canada Vs Panama,Panama,Faizan Patel,4,0,59,1,14.75,5,2,6,3,0
T20I # 2280,Canada Vs Panama,Panama,Anilkumar Natubhai Ahir,4,1,31,1,7.75,11,4,0,2,0
T20I # 2280,Canada Vs Panama,Panama,Rahul Ahir,4,0,42,1,10.50,11,2,4,0,1
T20I # 2280,Canada Vs Panama,Panama,Jay Ahir,2,0,25,0,12.50,0,0,2,0,0
T20I # 2280,Canada Vs Panama,Panama,Nikunj Ahir,2,0,29,0,14.50,1,1,2,0,0
T20I # 2280,Canada Vs Panama,Canada,Kaleem Sana,4,0,18,2,4.50,16,2,0,1,0
T20I # 2280,Canada Vs Panama,Canada,Jeremy Gordon,3,0,5,2,1.66,14,0,0,1,0
T20I # 2280,Canada Vs Panama,Canada,Saad Bin Zafar,4,0,18,2,4.50,16,1,1,1,0
T20I # 2280,Canada Vs Panama,Canada,Dillon Heyliger,1,0,6,0,6.00,2,0,0,0,0
T20I # 2280,Canada Vs Panama,Canada,Nikhil Dutta,2,0,5,1,2.50,8,0,0,0,0
T20I # 2280,Canada Vs Panama,Canada,Harsh Thaker,3.5,0,13,3,3.39,16,0,1,0,0
T20I # 2327,Zimbabwe Vs Namibia,Namibia,Ben Shikongo,2,0,14,1,7.00,7,3,0,0,0
T20I # 2327,Zimbabwe Vs Namibia,Namibia,Gerhard Erasmus,4,0,15,3,3.75,12,0,0,0,0
T20I # 2327,Zimbabwe Vs Namibia,Namibia,Tangeni Lungameni,3,0,18,1,6.00,12,4,0,0,0
T20I # 2327,Zimbabwe Vs Namibia,Namibia,JJ Smit,1,0,5,1,5.00,3,0,0,0,0
T20I # 2327,Zimbabwe Vs Namibia,Namibia,Jan Nicol LoftieEaton,3,0,11,1,3.66,8,0,0,0,0
T20I # 2327,Zimbabwe Vs Namibia,Namibia,Bernard Scholtz,4,0,25,1,6.25,8,2,0,0,0
T20I # 2327,Zimbabwe Vs Namibia,Namibia,Jan Frylinck,3,0,29,1,9.66,3,1,2,1,0
T20I # 2327,Zimbabwe Vs Namibia,Zimbabwe,Tendai Chatara,2,0,22,0,11.00,4,1,2,1,0
T20I # 2327,Zimbabwe Vs Namibia,Zimbabwe,Richard Ngarava,3,0,15,2,5.00,14,2,1,0,0
T20I # 2327,Zimbabwe Vs Namibia,Zimbabwe,Faraz Akram,1,0,16,0,16.00,2,2,1,1,0
T20I # 2327,Zimbabwe Vs Namibia,Zimbabwe,Ryan Burl,2,0,13,0,6.50,4,1,0,0,0
T20I # 2327,Zimbabwe Vs Namibia,Zimbabwe,Sikandar Raza,2.4,0,22,0,8.25,4,1,1,0,0
T20I # 2327,Zimbabwe Vs Namibia,Zimbabwe,Luke Jongwe,2,0,22,1,11.00,4,3,0,2,0
T20I # 2327,Zimbabwe Vs Namibia,Zimbabwe,Wessly Madhevere,1,0,9,0,9.00,2,0,1,0,0
T20I # 2020,Malaysia Vs Hong Kong,Hong Kong,Haroon Arshad,2,0,6,2,3.00,9,0,0,2,0
T20I # 2020,Malaysia Vs Hong Kong,Hong Kong,Ehsan Khan,3,0,10,2,3.33,11,1,0,0,0
T20I # 2020,Malaysia Vs Hong Kong,Hong Kong,Aizaz Khan,3.4,0,26,2,7.09,8,2,0,3,1
T20I # 2020,Malaysia Vs Hong Kong,Hong Kong,Kinchit Shah,2,0,6,0,3.00,6,0,0,0,0
T20I # 2020,Malaysia Vs Hong Kong,Hong Kong,Nasrulla Rana,2,0,6,1,3.00,7,0,0,1,0
T20I # 2020,Malaysia Vs Hong Kong,Hong Kong,Nizakat Khan,2,0,8,0,4.00,6,0,0,1,0
T20I # 2020,Malaysia Vs Hong Kong,Hong Kong,Raag Kapur,2,0,18,0,9.00,1,2,0,0,0
T20I # 2020,Malaysia Vs Hong Kong,Hong Kong,Yasim Murtaza,2,0,13,1,6.50,5,0,1,1,0
T20I # 2020,Malaysia Vs Hong Kong,Malaysia,Syazrul Idrus,3,0,25,1,8.33,8,0,2,1,0
T20I # 2020,Malaysia Vs Hong Kong,Malaysia,Fitri Sham,4,0,18,2,4.50,15,2,0,1,0
T20I # 2020,Malaysia Vs Hong Kong,Malaysia,Rizwan Haider,4,0,31,1,7.75,11,2,2,1,0
T20I # 2020,Malaysia Vs Hong Kong,Malaysia,Vijay Unni,4,0,12,0,3.00,17,0,1,0,0
T20I # 2020,Malaysia Vs Hong Kong,Malaysia,Muhammad Wafiq,4,0,8,1,2.00,16,0,0,0,0
T20I # 2020,Malaysia Vs Hong Kong,Malaysia,Virandeep Singh,0.1,0,4,0,24.00,0,1,0,0,0
T20I # 2026,Bangladesh Vs England,England,Sam Curran,4,0,28,0,7.00,7,2,0,2,1
T20I # 2026,Bangladesh Vs England,England,Chris Woakes,1,0,12,0,12.00,1,2,0,0,0
T20I # 2026,Bangladesh Vs England,England,Adil Rashid,4,0,23,1,5.75,12,2,0,3,0
T20I # 2026,Bangladesh Vs England,England,Jofra Archer,4,0,33,0,8.25,7,3,1,1,0
T20I # 2026,Bangladesh Vs England,England,Rehan Ahmed,3,0,26,0,8.66,6,2,1,0,0
T20I # 2026,Bangladesh Vs England,England,Moeen Ali,1,0,12,0,12.00,1,0,1,0,0
T20I # 2026,Bangladesh Vs England,England,Chris Jordan,3,0,21,1,7.00,8,3,0,0,0
T20I # 2026,Bangladesh Vs England,Bangladesh,Tanvir Islam,2,0,17,1,8.50,3,1,1,0,0
T20I # 2026,Bangladesh Vs England,Bangladesh,Taskin Ahmed,4,0,26,2,6.50,13,4,0,2,0
T20I # 2026,Bangladesh Vs England,Bangladesh,Shakib Al Hasan,4,0,30,1,7.50,5,2,1,0,0
T20I # 2026,Bangladesh Vs England,Bangladesh,Hasan Mahmud,4,0,29,0,7.25,12,4,1,0,0
T20I # 2026,Bangladesh Vs England,Bangladesh,Mustafizur Rahman,4,0,14,1,3.50,14,1,0,0,0
T20I # 2026,Bangladesh Vs England,Bangladesh,Mehidy Hasan Miraz,2,0,18,0,9.00,5,2,1,0,0
T20I # 2023,England Vs Bangladesh,Bangladesh,Taskin Ahmed,4,0,27,1,6.75,12,4,0,3,0
T20I # 2023,England Vs Bangladesh,Bangladesh,Mustafizur Rahman,4,0,19,1,4.75,17,2,1,1,0
T20I # 2023,England Vs Bangladesh,Bangladesh,Nasum Ahmed,1,0,13,0,13.00,1,1,1,0,0
T20I # 2023,England Vs Bangladesh,Bangladesh,Shakib Al Hasan,3,0,13,1,4.33,10,1,0,1,0
T20I # 2023,England Vs Bangladesh,Bangladesh,Hasan Mahmud,2,0,10,1,5.00,6,1,0,0,0
T20I # 2023,England Vs Bangladesh,Bangladesh,Mehidy Hasan Miraz,4,0,12,4,3.00,13,0,0,0,0
T20I # 2023,England Vs Bangladesh,Bangladesh,Najmul Hossain Shanto,1,0,9,0,9.00,0,1,0,0,0
T20I # 2023,England Vs Bangladesh,Bangladesh,Afif Hossain,1,0,7,0,7.00,1,0,0,1,0
T20I # 2023,England Vs Bangladesh,England,Sam Curran,3,0,15,1,5.00,8,1,0,1,0
T20I # 2023,England Vs Bangladesh,England,Chris Woakes,1,0,7,0,7.00,3,1,0,0,0
T20I # 2023,England Vs Bangladesh,England,Jofra Archer,4,0,13,3,3.25,14,1,0,0,0
T20I # 2023,England Vs Bangladesh,England,Moeen Ali,4,0,25,1,6.25,8,1,1,0,0
T20I # 2023,England Vs Bangladesh,England,Adil Rashid,4,0,28,0,7.00,10,2,1,2,0
T20I # 2023,England Vs Bangladesh,England,Rehan Ahmed,2,0,11,1,5.50,2,0,0,0,0
T20I # 2023,England Vs Bangladesh,England,Chris Jordan,0.5,0,15,0,18.00,0,3,0,0,0
T20I # 2022,Hong Kong Vs Malaysia,Malaysia,Rizwan Haider,4,0,31,1,7.75,10,1,2,3,0
T20I # 2022,Hong Kong Vs Malaysia,Malaysia,Vijay Unni,4,0,26,1,6.50,8,1,1,0,0
T20I # 2022,Hong Kong Vs Malaysia,Malaysia,Fitri Sham,4,0,54,0,13.50,5,7,1,2,0
T20I # 2022,Hong Kong Vs Malaysia,Malaysia,Muhammad Wafiq,4,0,41,2,10.25,10,3,3,1,0
T20I # 2022,Hong Kong Vs Malaysia,Malaysia,Sharvin Muniandy,4,0,30,3,7.50,9,0,3,0,0
T20I # 2022,Hong Kong Vs Malaysia,Hong Kong,Haroon Arshad,3,0,39,0,13.00,6,7,1,1,0
T20I # 2022,Hong Kong Vs Malaysia,Hong Kong,Ehsan Khan,2.5,0,22,2,7.76,10,3,0,1,0
T20I # 2022,Hong Kong Vs Malaysia,Hong Kong,Aizaz Khan,3,0,26,4,8.66,10,1,2,3,0
T20I # 2022,Hong Kong Vs Malaysia,Hong Kong,Kinchit Shah,1,0,7,1,7.00,2,1,0,0,0
T20I # 2022,Hong Kong Vs Malaysia,Hong Kong,Nasrulla Rana,4,0,29,2,7.25,10,0,2,1,2
T20I # 2022,Hong Kong Vs Malaysia,Hong Kong,Yasim Murtaza,4,0,19,1,4.75,8,1,0,0,0
T20I # 2303,Sierra Leone Vs Ghana,Ghana,Syed Aqeel Israr,4,0,26,1,6.50,12,3,0,3,0
T20I # 2303,Sierra Leone Vs Ghana,Ghana,Godfred Bakiweyem,4,1,15,0,3.75,18,0,1,1,0
T20I # 2303,Sierra Leone Vs Ghana,Ghana,Michael Aboagye,4,0,30,2,7.50,12,2,2,1,0
T20I # 2303,Sierra Leone Vs Ghana,Ghana,Daniel Anefie,3,1,8,1,2.66,12,0,0,0,0
T20I # 2303,Sierra Leone Vs Ghana,Ghana,Obed Harvey,4,0,18,3,4.50,15,1,1,1,0
T20I # 2303,Sierra Leone Vs Ghana,Ghana,Alex Osei,1,0,7,0,7.00,2,0,0,0,0
T20I # 2303,Sierra Leone Vs Ghana,Sierra Leone,George Sesay,3,0,17,1,5.66,11,0,1,1,0
T20I # 2303,Sierra Leone Vs Ghana,Sierra Leone,George Ngegba,4,0,20,1,5.00,10,1,0,0,0
T20I # 2303,Sierra Leone Vs Ghana,Sierra Leone,Raymond Coker,2,0,17,0,8.50,5,1,1,0,0
T20I # 2303,Sierra Leone Vs Ghana,Sierra Leone,Abass Gbla,2,0,9,0,4.50,7,0,0,1,0
T20I # 2303,Sierra Leone Vs Ghana,Sierra Leone,Alusine Turay,3.5,0,28,0,7.30,7,0,1,1,0
T20I # 2303,Sierra Leone Vs Ghana,Sierra Leone,Moses Williams,2,0,10,0,5.00,3,0,0,0,0
T20I # 2302,Rwanda Vs Nigeria,Nigeria,Chiemelie Udekwe,3,0,17,2,5.66,9,2,0,1,0
T20I # 2302,Rwanda Vs Nigeria,Nigeria,Peter Aho,2,0,8,0,4.00,8,0,0,4,0
T20I # 2302,Rwanda Vs Nigeria,Nigeria,Mohameed Taiwo,3,0,11,0,3.66,10,0,0,0,0
T20I # 2302,Rwanda Vs Nigeria,Nigeria,Isaac Danladi,2,1,6,1,3.00,10,1,0,0,0
T20I # 2302,Rwanda Vs Nigeria,Nigeria,Isaac Okpe,4,0,30,3,7.50,10,1,2,0,0
T20I # 2302,Rwanda Vs Nigeria,Nigeria,Ridwan Abdulkareem,2,0,8,0,4.00,5,0,0,0,0
T20I # 2302,Rwanda Vs Nigeria,Nigeria,Sylvester Okpe,2,0,12,0,6.00,5,1,0,0,0
T20I # 2302,Rwanda Vs Nigeria,Rwanda,Muhammad Nadir,4,0,29,1,7.25,8,1,1,2,0
T20I # 2302,Rwanda Vs Nigeria,Rwanda,Emile Rukiriza,3,0,18,1,6.00,8,0,1,1,0
T20I # 2302,Rwanda Vs Nigeria,Rwanda,Emmanuel Sebareme,3,0,5,1,1.66,15,0,0,1,0
T20I # 2302,Rwanda Vs Nigeria,Rwanda,Martin Akayezu,3,0,29,1,9.66,6,4,0,1,1
T20I # 2302,Rwanda Vs Nigeria,Rwanda,Kevin Irakoze,2,0,13,0,6.50,6,1,0,2,0
T20I # 2302,Rwanda Vs Nigeria,Rwanda,Zappy Bimenyimana,1.2,0,7,0,5.25,6,0,1,0,0
T20I # 2316,Ghana Vs Sierra Leone,Sierra Leone,Samuel Conteh,4,1,10,0,2.50,16,0,0,2,0
T20I # 2316,Ghana Vs Sierra Leone,Sierra Leone,George Sesay,4,0,21,3,5.25,14,1,0,4,0
T20I # 2316,Ghana Vs Sierra Leone,Sierra Leone,Raymond Coker,4,1,12,0,3.00,17,1,0,0,0
T20I # 2316,Ghana Vs Sierra Leone,Sierra Leone,George Ngegba,4,0,20,3,5.00,15,0,2,0,0
T20I # 2316,Ghana Vs Sierra Leone,Sierra Leone,Ibrahim Kamara,1.1,0,4,3,3.42,4,0,0,0,0
T20I # 2316,Ghana Vs Sierra Leone,Sierra Leone,Miniru Kpaka,1,0,4,0,4.00,4,0,0,0,0
T20I # 2316,Ghana Vs Sierra Leone,Ghana,Godfred Bakiweyem,1,0,11,0,11.00,2,0,1,1,0
T20I # 2316,Ghana Vs Sierra Leone,Ghana,Kofi Bagabena,3,1,8,1,2.66,14,1,0,1,0
T20I # 2316,Ghana Vs Sierra Leone,Ghana,Rexford Bakum,3,0,12,0,4.00,11,0,0,1,0
T20I # 2316,Ghana Vs Sierra Leone,Ghana,Obed Harvey,3,0,6,1,2.00,12,0,0,0,0
T20I # 2316,Ghana Vs Sierra Leone,Ghana,Michael Aboagye,2,0,12,0,6.00,3,0,0,1,0
T20I # 2316,Ghana Vs Sierra Leone,Ghana,Daniel Anefie,3,0,11,1,3.66,11,0,0,2,0
T20I # 2316,Ghana Vs Sierra Leone,Ghana,Syed Aqeel Israr,3,0,13,1,4.33,9,1,0,0,0
T20I # 2239,Qatar Vs Kuwait,Kuwait,Yasin Patel,4,0,21,0,5.25,9,1,0,0,0
T20I # 2239,Qatar Vs Kuwait,Kuwait,Shahrukh Quddus,3,0,35,0,11.66,5,5,1,1,0
T20I # 2239,Qatar Vs Kuwait,Kuwait,Sayed Monib,3,0,25,1,8.33,8,3,0,2,0
